2024-04-25 16:41:02,435 - Episode: 551/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:41:11,633 - Episode: 552/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 16:41:21,594 - Episode: 553/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-25 16:41:30,854 - Episode: 554/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:41:40,413 - Episode: 555/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 16:41:49,928 - Episode: 556/1000, Total Reward: -0.799999999999998, Accuracy: 0.00
2024-04-25 16:42:00,802 - Episode: 557/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 16:42:10,312 - Episode: 558/1000, Total Reward: 0.8999999999999977, Accuracy: 0.00
2024-04-25 16:42:19,428 - Episode: 559/1000, Total Reward: 0.8999999999999977, Accuracy: 0.00
2024-04-25 16:42:29,110 - Episode: 560/1000, Total Reward: 0.8999999999999977, Accuracy: 0.00
2024-04-25 16:42:38,170 - Episode: 561/1000, Total Reward: 0.6999999999999984, Accuracy: 0.00
2024-04-25 16:42:46,939 - Episode: 562/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:42:56,098 - Episode: 563/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:43:04,977 - Episode: 564/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:43:13,778 - Episode: 565/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 16:43:23,051 - Episode: 566/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-25 16:43:31,715 - Episode: 567/1000, Total Reward: 0.6999999999999984, Accuracy: 0.00
2024-04-25 16:43:40,852 - Episode: 568/1000, Total Reward: 0.6999999999999984, Accuracy: 0.00
2024-04-25 16:43:49,721 - Episode: 569/1000, Total Reward: 0.8999999999999977, Accuracy: 0.00
2024-04-25 16:43:59,238 - Episode: 570/1000, Total Reward: 0.8999999999999977, Accuracy: 0.00
2024-04-25 16:44:08,497 - Episode: 571/1000, Total Reward: 0.8999999999999977, Accuracy: 0.00
2024-04-25 16:44:18,063 - Episode: 572/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 16:44:27,638 - Episode: 573/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-25 16:44:36,819 - Episode: 574/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-25 16:44:45,905 - Episode: 575/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:44:54,919 - Episode: 576/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:45:03,898 - Episode: 577/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:45:13,178 - Episode: 578/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:45:22,367 - Episode: 579/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:45:31,679 - Episode: 580/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-25 16:45:40,661 - Episode: 581/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-25 16:45:50,070 - Episode: 582/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-25 16:45:59,682 - Episode: 583/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-25 16:46:10,130 - Episode: 584/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-25 16:46:19,590 - Episode: 585/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-25 16:46:29,229 - Episode: 586/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:46:38,207 - Episode: 587/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:46:47,379 - Episode: 588/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:46:57,005 - Episode: 589/1000, Total Reward: -3.0, Accuracy: 0.00
2024-04-25 16:47:06,906 - Episode: 590/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:47:16,097 - Episode: 591/1000, Total Reward: -2.3, Accuracy: 0.00
2024-04-25 16:47:26,013 - Episode: 592/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:47:35,188 - Episode: 593/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-25 16:47:44,541 - Episode: 594/1000, Total Reward: 1.8999999999999941, Accuracy: 0.00
2024-04-25 16:47:53,931 - Episode: 595/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:48:03,690 - Episode: 596/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:48:12,980 - Episode: 597/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 16:48:22,147 - Episode: 598/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-25 16:48:31,931 - Episode: 599/1000, Total Reward: -5.9, Accuracy: 0.00
2024-04-25 16:48:42,129 - Episode: 600/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-25 16:48:51,387 - Episode: 601/1000, Total Reward: -5.9, Accuracy: 0.00
2024-04-25 16:49:00,321 - Episode: 602/1000, Total Reward: -6.1, Accuracy: 0.00
2024-04-25 16:49:09,434 - Episode: 603/1000, Total Reward: -5.3, Accuracy: 0.00
2024-04-25 16:49:18,768 - Episode: 604/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 16:49:28,074 - Episode: 605/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 16:49:36,984 - Episode: 606/1000, Total Reward: -2.5999999999999996, Accuracy: 0.00
2024-04-25 16:49:46,349 - Episode: 607/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:49:55,565 - Episode: 608/1000, Total Reward: -1.0999999999999992, Accuracy: 0.00
2024-04-25 16:50:04,847 - Episode: 609/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 16:50:13,864 - Episode: 610/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 16:50:22,656 - Episode: 611/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 16:50:31,906 - Episode: 612/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 16:50:41,149 - Episode: 613/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 16:50:49,914 - Episode: 614/1000, Total Reward: 1.4999999999999956, Accuracy: 0.00
2024-04-25 16:50:59,157 - Episode: 615/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 16:51:08,297 - Episode: 616/1000, Total Reward: -5.7, Accuracy: 0.00
2024-04-25 16:51:17,426 - Episode: 617/1000, Total Reward: -6.3, Accuracy: 0.00
2024-04-25 16:51:27,380 - Episode: 618/1000, Total Reward: -8.500000000000002, Accuracy: 0.00
2024-04-25 16:51:36,647 - Episode: 619/1000, Total Reward: -8.900000000000002, Accuracy: 0.00
2024-04-25 16:51:46,215 - Episode: 620/1000, Total Reward: -8.3, Accuracy: 0.00
2024-04-25 16:51:55,424 - Episode: 621/1000, Total Reward: -7.1000000000000005, Accuracy: 0.00
2024-04-25 16:52:04,748 - Episode: 622/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 16:52:14,388 - Episode: 623/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-25 16:52:23,291 - Episode: 624/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 16:52:33,082 - Episode: 625/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 16:52:42,125 - Episode: 626/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 16:52:51,307 - Episode: 627/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 16:53:00,919 - Episode: 628/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 16:53:12,248 - Episode: 629/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 16:53:21,855 - Episode: 630/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-25 16:53:31,537 - Episode: 631/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:53:40,750 - Episode: 632/1000, Total Reward: -3.4000000000000004, Accuracy: 0.00
2024-04-25 16:53:49,715 - Episode: 633/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 16:53:58,769 - Episode: 634/1000, Total Reward: -4.2, Accuracy: 0.00
2024-04-25 16:54:08,188 - Episode: 635/1000, Total Reward: -4.000000000000001, Accuracy: 0.00
2024-04-25 16:54:17,681 - Episode: 636/1000, Total Reward: -4.000000000000001, Accuracy: 0.00
2024-04-25 16:54:27,458 - Episode: 637/1000, Total Reward: -1.299999999999999, Accuracy: 0.00
2024-04-25 16:54:36,315 - Episode: 638/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 16:54:47,733 - Episode: 639/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 16:54:55,804 - Episode: 640/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 16:55:07,049 - Episode: 641/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 16:55:16,110 - Episode: 642/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 16:55:25,998 - Episode: 643/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:55:35,257 - Episode: 644/1000, Total Reward: -4.1, Accuracy: 0.00
2024-04-25 16:55:43,809 - Episode: 645/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 16:55:52,083 - Episode: 646/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-25 16:56:00,937 - Episode: 647/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-25 16:56:08,998 - Episode: 648/1000, Total Reward: -4.5, Accuracy: 0.00
2024-04-25 16:56:17,666 - Episode: 649/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-25 16:56:26,519 - Episode: 650/1000, Total Reward: -3.6000000000000005, Accuracy: 0.00
2024-04-25 16:56:34,930 - Episode: 651/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:56:43,628 - Episode: 652/1000, Total Reward: 1.099999999999997, Accuracy: 0.00
2024-04-25 16:56:51,876 - Episode: 653/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-25 16:57:00,596 - Episode: 654/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 16:57:08,825 - Episode: 655/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 16:57:17,348 - Episode: 656/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 16:57:26,216 - Episode: 657/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 16:57:34,863 - Episode: 658/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 16:57:43,542 - Episode: 659/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 16:57:51,964 - Episode: 660/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 16:58:00,732 - Episode: 661/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 16:58:09,489 - Episode: 662/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 16:58:17,870 - Episode: 663/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 16:58:26,800 - Episode: 664/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 16:58:35,337 - Episode: 665/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-25 16:58:44,186 - Episode: 666/1000, Total Reward: -1.4999999999999991, Accuracy: 0.00
2024-04-25 16:58:52,956 - Episode: 667/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 16:59:02,230 - Episode: 668/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 16:59:10,804 - Episode: 669/1000, Total Reward: 2.7999999999999927, Accuracy: 0.00
2024-04-25 16:59:19,393 - Episode: 670/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 16:59:29,084 - Episode: 671/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 16:59:38,568 - Episode: 672/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 16:59:47,396 - Episode: 673/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 16:59:56,051 - Episode: 674/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:00:04,915 - Episode: 675/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:00:15,138 - Episode: 676/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-25 17:00:24,118 - Episode: 677/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 17:00:33,164 - Episode: 678/1000, Total Reward: -2.0999999999999996, Accuracy: 0.00
2024-04-25 17:00:41,860 - Episode: 679/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-25 17:00:50,626 - Episode: 680/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-25 17:00:59,412 - Episode: 681/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-25 17:01:07,984 - Episode: 682/1000, Total Reward: -0.39999999999999947, Accuracy: 0.00
2024-04-25 17:01:16,532 - Episode: 683/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-25 17:01:24,945 - Episode: 684/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-25 17:01:33,552 - Episode: 685/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 17:01:42,133 - Episode: 686/1000, Total Reward: 0.1999999999999984, Accuracy: 0.00
2024-04-25 17:01:50,922 - Episode: 687/1000, Total Reward: -0.20000000000000018, Accuracy: 0.00
2024-04-25 17:01:59,699 - Episode: 688/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:02:08,257 - Episode: 689/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 17:02:16,602 - Episode: 690/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 17:02:24,875 - Episode: 691/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 17:02:33,810 - Episode: 692/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 17:02:42,445 - Episode: 693/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 17:02:50,894 - Episode: 694/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 17:02:59,767 - Episode: 695/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-25 17:03:08,333 - Episode: 696/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 17:03:16,978 - Episode: 697/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-25 17:03:25,567 - Episode: 698/1000, Total Reward: -3.8000000000000007, Accuracy: 0.00
2024-04-25 17:03:34,505 - Episode: 699/1000, Total Reward: -4.7, Accuracy: 0.00
2024-04-25 17:03:43,143 - Episode: 700/1000, Total Reward: -0.5999999999999988, Accuracy: 0.00
2024-04-25 17:03:52,100 - Episode: 701/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 17:04:00,695 - Episode: 702/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:04:09,223 - Episode: 703/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:04:17,487 - Episode: 704/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 17:04:25,849 - Episode: 705/1000, Total Reward: 1.8999999999999941, Accuracy: 0.00
2024-04-25 17:04:34,476 - Episode: 706/1000, Total Reward: -4.000000000000001, Accuracy: 0.00
2024-04-25 17:04:42,818 - Episode: 707/1000, Total Reward: -7.500000000000001, Accuracy: 0.00
2024-04-25 17:04:51,290 - Episode: 708/1000, Total Reward: -8.500000000000002, Accuracy: 0.00
2024-04-25 17:04:59,874 - Episode: 709/1000, Total Reward: -9.100000000000001, Accuracy: 0.00
2024-04-25 17:05:08,461 - Episode: 710/1000, Total Reward: -8.100000000000001, Accuracy: 0.00
2024-04-25 17:05:17,071 - Episode: 711/1000, Total Reward: 0.3999999999999977, Accuracy: 0.00
2024-04-25 17:05:27,759 - Episode: 712/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:05:35,937 - Episode: 713/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:05:42,320 - Episode: 714/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:05:49,194 - Episode: 715/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:05:55,919 - Episode: 716/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:06:02,618 - Episode: 717/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:06:09,180 - Episode: 718/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 17:06:16,191 - Episode: 719/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:06:22,859 - Episode: 720/1000, Total Reward: -1.2999999999999994, Accuracy: 0.00
2024-04-25 17:06:29,820 - Episode: 721/1000, Total Reward: -9.899999999999999, Accuracy: 0.00
2024-04-25 17:06:36,451 - Episode: 722/1000, Total Reward: -10.699999999999996, Accuracy: 0.00
2024-04-25 17:06:43,253 - Episode: 723/1000, Total Reward: -11.499999999999993, Accuracy: 0.00
2024-04-25 17:06:49,783 - Episode: 724/1000, Total Reward: -11.099999999999994, Accuracy: 0.00
2024-04-25 17:06:56,418 - Episode: 725/1000, Total Reward: -10.499999999999996, Accuracy: 0.00
2024-04-25 17:07:03,208 - Episode: 726/1000, Total Reward: -4.9, Accuracy: 0.00
2024-04-25 17:07:09,845 - Episode: 727/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:07:16,582 - Episode: 728/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:07:23,247 - Episode: 729/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:07:29,862 - Episode: 730/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:07:36,711 - Episode: 731/1000, Total Reward: -1.8999999999999995, Accuracy: 0.00
2024-04-25 17:07:43,326 - Episode: 732/1000, Total Reward: -10.499999999999996, Accuracy: 0.00
2024-04-25 17:07:49,989 - Episode: 733/1000, Total Reward: -11.299999999999994, Accuracy: 0.00
2024-04-25 17:07:56,686 - Episode: 734/1000, Total Reward: -11.499999999999993, Accuracy: 0.00
2024-04-25 17:08:04,087 - Episode: 735/1000, Total Reward: -11.299999999999994, Accuracy: 0.00
2024-04-25 17:08:10,980 - Episode: 736/1000, Total Reward: -11.499999999999993, Accuracy: 0.00
2024-04-25 17:08:17,618 - Episode: 737/1000, Total Reward: -11.299999999999994, Accuracy: 0.00
2024-04-25 17:08:24,408 - Episode: 738/1000, Total Reward: -9.899999999999999, Accuracy: 0.00
2024-04-25 17:08:31,156 - Episode: 739/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 17:08:37,849 - Episode: 740/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-25 17:08:44,518 - Episode: 741/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-25 17:08:51,186 - Episode: 742/1000, Total Reward: 6.199999999999985, Accuracy: 0.00
2024-04-25 17:08:57,974 - Episode: 743/1000, Total Reward: 5.999999999999986, Accuracy: 0.00
2024-04-25 17:09:04,598 - Episode: 744/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 17:09:11,592 - Episode: 745/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 17:09:18,343 - Episode: 746/1000, Total Reward: 0.3999999999999977, Accuracy: 0.00
2024-04-25 17:09:25,210 - Episode: 747/1000, Total Reward: -5.7, Accuracy: 0.00
2024-04-25 17:09:32,087 - Episode: 748/1000, Total Reward: -8.500000000000002, Accuracy: 0.00
2024-04-25 17:09:38,891 - Episode: 749/1000, Total Reward: -8.700000000000003, Accuracy: 0.00
2024-04-25 17:09:45,706 - Episode: 750/1000, Total Reward: -9.899999999999999, Accuracy: 0.00
2024-04-25 17:09:53,085 - Episode: 751/1000, Total Reward: -10.299999999999997, Accuracy: 0.00
2024-04-25 17:10:00,046 - Episode: 752/1000, Total Reward: -10.299999999999997, Accuracy: 0.00
2024-04-25 17:10:06,757 - Episode: 753/1000, Total Reward: -10.499999999999996, Accuracy: 0.00
2024-04-25 17:10:13,597 - Episode: 754/1000, Total Reward: -10.299999999999997, Accuracy: 0.00
2024-04-25 17:10:20,400 - Episode: 755/1000, Total Reward: -10.299999999999997, Accuracy: 0.00
2024-04-25 17:10:27,075 - Episode: 756/1000, Total Reward: -10.099999999999998, Accuracy: 0.00
2024-04-25 17:10:33,811 - Episode: 757/1000, Total Reward: -10.099999999999998, Accuracy: 0.00
2024-04-25 17:10:40,318 - Episode: 758/1000, Total Reward: -9.899999999999999, Accuracy: 0.00
2024-04-25 17:10:46,440 - Episode: 759/1000, Total Reward: -9.100000000000001, Accuracy: 0.00
2024-04-25 17:10:52,503 - Episode: 760/1000, Total Reward: -8.3, Accuracy: 0.00
2024-04-25 17:10:58,482 - Episode: 761/1000, Total Reward: -5.5, Accuracy: 0.00
2024-04-25 17:11:04,491 - Episode: 762/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 17:11:10,586 - Episode: 763/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-25 17:11:16,688 - Episode: 764/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-25 17:11:22,640 - Episode: 765/1000, Total Reward: -8.881784197001252e-16, Accuracy: 0.00
2024-04-25 17:11:28,572 - Episode: 766/1000, Total Reward: -1.6999999999999993, Accuracy: 0.00
2024-04-25 17:11:34,713 - Episode: 767/1000, Total Reward: -4.6000000000000005, Accuracy: 0.00
2024-04-25 17:11:40,679 - Episode: 768/1000, Total Reward: -9.7, Accuracy: 0.00
2024-04-25 17:11:46,615 - Episode: 769/1000, Total Reward: -9.899999999999999, Accuracy: 0.00
2024-04-25 17:11:52,618 - Episode: 770/1000, Total Reward: -10.099999999999998, Accuracy: 0.00
2024-04-25 17:11:58,721 - Episode: 771/1000, Total Reward: -9.899999999999999, Accuracy: 0.00
2024-04-25 17:12:04,703 - Episode: 772/1000, Total Reward: -9.100000000000001, Accuracy: 0.00
2024-04-25 17:12:10,684 - Episode: 773/1000, Total Reward: -7.300000000000001, Accuracy: 0.00
2024-04-25 17:12:16,709 - Episode: 774/1000, Total Reward: -4.4, Accuracy: 0.00
2024-04-25 17:12:22,573 - Episode: 775/1000, Total Reward: -3.2, Accuracy: 0.00
2024-04-25 17:12:28,601 - Episode: 776/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:12:34,701 - Episode: 777/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 17:12:40,660 - Episode: 778/1000, Total Reward: 3.3999999999999915, Accuracy: 0.00
2024-04-25 17:12:46,711 - Episode: 779/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:12:52,608 - Episode: 780/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-25 17:12:58,691 - Episode: 781/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 17:13:04,533 - Episode: 782/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-25 17:13:10,491 - Episode: 783/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-25 17:13:16,460 - Episode: 784/1000, Total Reward: 0.8999999999999977, Accuracy: 0.00
2024-04-25 17:13:22,330 - Episode: 785/1000, Total Reward: 0.8999999999999977, Accuracy: 0.00
2024-04-25 17:13:28,434 - Episode: 786/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-25 17:13:34,522 - Episode: 787/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:13:40,608 - Episode: 788/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 17:13:46,450 - Episode: 789/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:13:52,424 - Episode: 790/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:13:58,293 - Episode: 791/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:14:04,248 - Episode: 792/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:14:10,223 - Episode: 793/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 17:14:16,121 - Episode: 794/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:14:22,156 - Episode: 795/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 17:14:28,067 - Episode: 796/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 17:14:34,052 - Episode: 797/1000, Total Reward: 2.999999999999992, Accuracy: 0.00
2024-04-25 17:14:40,078 - Episode: 798/1000, Total Reward: 1.2999999999999963, Accuracy: 0.00
2024-04-25 17:14:46,005 - Episode: 799/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 17:14:52,060 - Episode: 800/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
2024-04-25 17:14:58,011 - Episode: 801/1000, Total Reward: 2.5999999999999934, Accuracy: 0.00
2024-04-25 17:15:03,895 - Episode: 802/1000, Total Reward: 4.099999999999991, Accuracy: 0.00
2024-04-25 17:15:09,974 - Episode: 803/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:15:16,001 - Episode: 804/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:15:22,049 - Episode: 805/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:15:27,952 - Episode: 806/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:15:34,032 - Episode: 807/1000, Total Reward: 5.599999999999987, Accuracy: 0.00
2024-04-25 17:15:40,119 - Episode: 808/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:15:46,038 - Episode: 809/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:15:52,146 - Episode: 810/1000, Total Reward: 5.7999999999999865, Accuracy: 0.00
2024-04-25 17:15:58,073 - Episode: 811/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 17:16:04,123 - Episode: 812/1000, Total Reward: 4.899999999999988, Accuracy: 0.00
2024-04-25 17:16:10,039 - Episode: 813/1000, Total Reward: 4.499999999999989, Accuracy: 0.00
2024-04-25 17:16:15,955 - Episode: 814/1000, Total Reward: 4.699999999999989, Accuracy: 0.00
2024-04-25 17:16:22,050 - Episode: 815/1000, Total Reward: 4.29999999999999, Accuracy: 0.00
2024-04-25 17:16:28,001 - Episode: 816/1000, Total Reward: 3.199999999999992, Accuracy: 0.00
2024-04-25 17:16:34,177 - Episode: 817/1000, Total Reward: 2.999999999999993, Accuracy: 0.00
2024-04-25 17:16:40,148 - Episode: 818/1000, Total Reward: 2.999999999999993, Accuracy: 0.00
2024-04-25 17:16:46,155 - Episode: 819/1000, Total Reward: 1.6999999999999948, Accuracy: 0.00
